id,name,address,latitude,longitude,is_active,fuel_types,poi_types,food_types
5906,Kutaisi 9 aprili,"Kutaisi, 9 April Str. #2a",42.2599105048875,42.6653207411046,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,Coffee
5896,Gugunava,"Kutaisi, Gugunava Str. #10 b/d",42.2511582675514,42.6772399999999,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5831,Gulf + • Kutaisi Chavchavadze,"Kutaisi, I. Chavchavadze #8 and L. Asatiani #98 Street crossing",42.2498641241732,42.6891521711677,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,"Coffee, Hot Dog"
5833,Gulf + • Kutaisi totali,"Kutaisi, Tsereteli str. #222a.",42.2466794108648,42.7095214549425,1,"Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5900,Nikea Express,"Kutaisi, Street Nikea, #12a",42.2442720511389,42.6926299999998,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5899,Nikea,"Kutaisi, Nikea Str. #19a",42.2344540866893,42.6920292535801,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium","Service Center, Shop","Coffee, Hot Dog, Sandwich"
5832,Gulf + • Kvitiri,"Tskaltubo District, Village Kvitiri",42.2258633469115,42.5903614712993,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Premium",Shop,"Coffee, Hot Dog"
5851,Abasha,"Abasha, Village Norio",42.2168797740693,42.1862007409433,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium",Shop,"Coffee, Hot Dog, Sandwich"
5905,kutaisi avtobani,Kutaisi Autobahn. Village Simoneti,42.2034535407644,42.8464420560654,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium, G-Force Super",Shop,"Coffee, Hot Dog, Sandwich"
5858,Poti,"Poti, Village Little Poti",42.1897217680292,41.7081807190425,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium","Service Center, Shop","Coffee, Hot Dog, Sandwich"
5898,Ianeti,"Samtredia district, village Ianeti",42.1769366903103,42.4403443408453,1,"Euro Diesel, Euro Regular, G-Force Euro Diesel, G-Force Euro Regular, G-Force Premium, G-Force Super",Shop,"Coffee, Hot Dog, Sandwich"
